,X,Y
0,3.745401188473625,15.04701492273838
1,9.50714306409916,32.520199338679674
2,7.319939418114051,25.20069622165723
3,5.986584841970366,18.812654793601112
4,1.5601864044243652,7.103636668364198
5,1.5599452033620265,9.883701351418079
6,0.5808361216819946,3.8116238901637023
7,8.661761457749352,30.317321176082086
8,6.011150117432088,22.386755535022793
9,7.080725777960454,21.763463140691726
10,0.20584494295802447,2.0883432992133057
11,9.699098521619943,31.955491052380683
12,8.324426408004218,25.581986329505305
13,2.1233911067827616,12.784110390903829
14,1.8182496720710062,6.3567688625887815
15,1.8340450985343382,8.3863627004283
16,3.0424224295953772,12.616543473424809
17,5.247564316322379,18.212871978335432
18,4.319450186421157,14.898494523094406
19,2.9122914019804194,13.526428369646045
20,6.118528947223795,18.161081509294295
21,1.3949386065204183,8.202587546258458
22,2.9214464853521815,12.544207476804253
23,3.663618432936917,15.187923750459792
24,4.56069984217036,17.824979361603678
25,7.851759613930136,22.380114851149603
26,1.9967378215835974,6.92361621248775
27,5.142344384136116,20.41121460413731
28,5.924145688620425,20.474992245510244
29,0.46450412719997725,4.664287244886836
30,6.075448519014383,23.290925248581004
31,1.7052412368729153,9.494452360768005
32,0.6505159298527952,8.98488419275964
33,9.488855372533333,28.857175394153554
34,9.656320330745594,33.262296676627955
35,8.08397348116461,28.720615387797935
36,3.0461376917337066,12.117415932376119
37,0.9767211400638387,9.384944752068307
38,6.842330265121569,23.39657756197422
39,4.4015249373960135,18.74107545855473
40,1.2203823484477883,6.121108949959261
41,4.951769101112702,18.751525672778634
42,0.34388521115218396,7.9765620015796355
43,9.093204020787821,24.215531079123327
44,2.587799816000169,9.102982514668874
45,6.62522284353982,17.48459275332935
46,3.1171107608941098,12.253963233346159
47,5.200680211778108,19.436785041037194
48,5.4671027934327965,21.67247108777405
49,1.8485445552552704,9.769550948977727
50,9.695846277645586,32.49684678525655
51,7.7513282336111455,21.61811766759808
52,9.394989415641891,25.080708660394418
53,8.948273504276488,27.25958836289798
54,5.978999788110851,20.715630368155743
55,9.218742350231167,27.981466379389733
56,0.884925020519195,3.0774283512182343
57,1.959828624191452,9.721331481453054
58,0.45227288910538066,3.521743221753745
59,3.2533033076326436,14.472603366741685
60,3.8867728968948203,15.450128734430747
61,2.713490317738959,9.903966221692686
62,8.287375091519294,24.690703894124848
63,3.567533266935893,11.80040612356183
64,2.8093450968738076,11.898004547638175
65,5.426960831582485,20.47768671995869
66,1.4092422497476265,6.551653531697978
67,8.021969807540398,26.063017549886684
68,0.7455064367977082,5.803250855249388
69,9.868869366005173,28.086427750488244
70,7.722447692966574,24.092058512507318
71,1.987156815341724,7.897407393515563
72,0.05522117123602399,4.0307543173956955
73,8.154614284548341,22.990779926193156
74,7.068573438476172,26.600883862023206
75,7.2900716804098735,23.295706304968142
76,7.712703466859457,22.882307651163472
77,0.7404465173409036,7.279076114820703
78,3.5846572854427263,13.736987114225157
79,1.1586905952512971,7.454787289061797
80,8.631034258755935,27.805919046976687
81,6.232981268275579,22.09746859078356
82,3.308980248526492,12.211448326095175
83,0.6355835028602363,5.437322275861231
84,3.109823217156622,12.224454648588267
85,3.2518332202674705,8.525740721197508
86,7.29606178338064,20.209772334054495
